ID,Title,Faculty,Size
9932931590304146,שעות עבודה גמישות כשנוי ארגוני מתוכנן והשפעתן על משתנים ארגוניים שונים /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",2170351
9932927298404146,הבודהיזם בתורתו של א.ד. גורדון /,"בית הספר לפילוסופיה, בלשנות ולימודי מדע,",3148140
990020382820204146,הקשר ההודו-גרמני : החיפוש של פרידריך שלגל אחר מוצא הגרמנים מהודו /,לא ידוע,3906640
990014075920204146,דרכי התיאור של פטרונים ופטרונות בפיסול הרומנסקי (מאות 12-11) במחוז אוברניה (AUVERGNE) בצרפת /,לא ידוע,189070437
990011994530204146,מלכות שאול /,לא ידוע,98929960
990014536970204146,מחלות ומומים בזיקה לגירושין במסורת ההלכתית הבתר תלמודית /,לא ידוע,4128085
990020055270204146,"דרמת אמצע החיים ואמצע החיים בדרמה - חוויה גברית, חוויה נשית /","החוג לאומנות התיאטרון,",2469543
9932933189704146,תמורות בתפרוסת שימושי קרקע בתל-אביב /,"המרכז ללימודים אורבניים ואזוריים,",2476077
990020667840204146,עלייתו ונפילתו של המודרניזם בקולנוע הציוני /,"החוג לספרות,",2409497
9932919496404146,ניגוד ושיתוף אינטרסים במשחקים : שחקני אנטי ושחקני פרו /,"בית הספר לכלכלה ע""ש איתן ברגלס",350612
990019333300204146,עמדותיהם של סטודנטים לעבודה סוציאלית כלפי הומוסקסואליות /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3920506
9932938899604146,סקירת ספרות בנושא תכונות אנטיבקטריאליות של חומרי קישור לדנטין ‏/‏,"בית הספר לרפואת שיניים על שם מוריס וגבריאלה גולדשלגר,",1513654
9932939496904146,טרור ועמדות : האם אירועים לאומיים טראומטיים השפיעו על עמדות הציבור בנושא תהליך השלום? (ספטמבר 1994 עד יולי 1997) /,"החוג לסוציולוגיה ולאנתרופולוגיה,",3141929
9932913184804146,חינוך לשלום בישראל בשנים 2013-2009 : מדיניות משרד החינוך והתמודדויות בשדה החינוכי /,"בית הספר לחינוך,",5358142
9932927396704146,השפעת משתנים פנים אירגוניים וחוץ אירגוניים על ההישרדות האירגונית /,"החוג ללימודי עבודה,",374414
9932931591304146,דירוג אלמנטים על סמך השוואות דו-צדדיות /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1484032
990032734120204146,המלונות כביטוי לחקלאות המדרגות בהרי יהודה ושומרון /,לא ידוע,181926747
9932941292804146,"הקשר בין פונקציות קשב, תפקודים אינטלקטואליים, סימפטומים של חרדה ותפיסת חוללות עצמית בקרב ילדים עם ADHD ובלעדיו /","בית הספר לחינוך,",2606962
9932931598904146,"גורמים ""דוחפים"" וגורמים ""מושכים"" בתחלופת עובדים והשפעת שביעות הרצון על הנטיה לעזוב את הארגון /","בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1671763
990021029130204146,פיתוח שיטה לחימום אלקטרומגנטי של נפגעי היפותרמיה (תת חום) /,"בית הספר לפיסיקה ואסטרונומיה,",6543453
9932935294104146,גורמי סיכון למחלה קשה בילודים עם זיהום באנטרו-וירוס : מחקר מקרה ביקורת ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",1082467
9932930800204146,"על משפחה, פרנסה והסקסיזם שביניהן : הקשר בין סקסיזם אמביוולנטי לבין דפוסים של אי שוויון מגדרי /",בית הספר למדעי הפסיכולוגיה,2234586
9932933187304146,אפשרויות לשיתוף פעולה בתחום החקלאות בין ישראל ומצרים /,"החוג לארצות מתפתחות,",2364048
9932937795004146,הקשר בין טיפול ביולוגי לסמנים סרולוגים בחולים במחלת קרוהן ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",405110
9932932598604146,אבטלה חיכוכית : מודלים של חיפוש עבודה בתנאי אי-ודאות /,"החוג לכלכלה,",2532857
9932940997004146,שפינוזה : מחירות מדינית לחירות אתית /,"החוג לפילוסופיה,",1428880
990005658520204146,גלגול הגידור קדימה על-ידי פירמה מייצאת /,"בית הספר לכלכלה ע""ש איתן ברגלס,",572110
990005920540204146,השפעת הקשר של משפט על פרשנות מילים חד-משמעיות בשתי ההמיספרות המוחיות /,"החוג לפסיכולוגיה,",865682
9932936798804146,היבטים בריטוריקה של המחזה האכספרסיוניסטי הגרמני /,"החוג לאומנות התיאטרון,",70971293
9932936897904146,"הקשר בין אורח חיים מיני והומופוביה מופנמת, לבין תוקפנות וקורבנות מינית, בקרב גברים הומואים וביסקסואלים בישראל /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1737566
9932931597504146,אמינות יחידת כח חשמלית המייצרת בהספקים חלקיים בהתאם לביקוש אקראי /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1778017
990028713690204146,שימוש בסכרים למטרות פוליטיות- אתיופיה כמקרה בוחן /,לא ידוע,2450988
9932933192804146,ההסתדרות כאיגוד מקצועי (1920-1948) : (תהליכים ומגמות מאז הקמתה ועד קום המדינה) /,"החוג למדע המדינה,",2508593
9932924300004146,השוואת ההשפעה הסביבתית של מקורות אנרגיה שונים לתחבורה בישראל ב-2020 /,לא ידוע,4529838
990020337400204146,"גלגולם של מוטיבים עממיים ומוטיבים קבליים לרומן ""עיר קסומה"" - טרילוגיה מאת הסופר יהושע בר יוסף /","החוג לספרות עברית,",2610409
990007175320204146,תחלופה וולונטרית בארגון עתיר ידע : סיבות לבריחת מוחות (BRAIN-DRAIN) : מחקר מיקרו /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",4160284
990028426560204146,בניה בת-קיימא של בתי-ספר בישראל : האם יש לה עלויות נוספות ומהן תועלותיה הכלכליות ותועלותיה ההתנהגותיות המתבטאות בשביעות רצון המורים? /,לא ידוע,2910162
9932927999004146,"תרכובות בורון-חנקן חדישות: מבנה, פעילות ושימושים /","School of Chemistry,",5193927
990015278610204146,"התכניות הפיסוליות בכנסיית סט. מרטין בקנד (CANDES ,ST. MARTIN) : בעיות בהתפתחות הפיסול הגותי במערב צרפת /","הפקולטה לאומנויות על שם יולנדה ודוד כץ,",169823063
9932929396104146,היארעות וגורמי סיכון להופעת זיהומים עם קלוסטרידיום דיפיציל בקהילה ובמרכז הרפואי סוראסקי-תל אביב /,החוג לאפידמיולוגיה ורפואה מונעת,970428
9932934186004146,"כלכלת בעלי החיים (צאן ובקר) בארץ-ישראל לאור המחקר הזואו-ארכיאולוגי בשכבה II (המאה ה- 8 לפנה""ס) בתל באר-שבע /","החוג לארכיאולוגיה ולתרבויות המזרח הקדום,",62906451
9932930795204146,"השתקפותה של תנועת העבודה בעתונות הכללית בא""י בשנים 1904-1914 /","החוג ללימודי עבודה,",6262952
990020609070204146,"נשים, עבודה ושביעות רצון בקבוץ המשתנה /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3516552
990014939090204146,זן אינטרנטי : מבט פנומנולוגי ואפיסטמולוגי /,"בית הספר למדעי התרבות ע""ש שירלי ולסלי פורטר,",3190055
9932911683304146,תוצאות קליניות של אזורי טיפול בגדלים שונים ב-LASIK ו PRK לתיקון קוצר ראיה   ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",323622
990020481810204146,חוויית האמהות של נשים ערביות נפגעות אלימות הפוגעות בילדיהן /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3491972
9932936897304146,"""איך את?"" : הבניית זהות אמהית וכינון עצמי ביחסיהן של אמהות לילדים בפנימיה עם סביבתן /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1838771
990019893860204146,"בין ""חרושת התרבות"" לאוטונומיה : יצירת תודעה כוזבת וחתירה ל""סוף טוב"" /","החוג לספרות,",2169153
990006107990204146,הערכת עלות תועלת של הטיפול התרופתי בחולי אלצהיימר /,"החוג למדיניות ציבורית,",1397059
990025009940204146,"מוטבים[!] יהודיים ביצירתם של מיכאל סגן-כהן, ומשה גרשוני בשנות השבעים והשמונים של המאה העשרים /","החוג לתולדות האומנות,",3311533
9932933473004146,"הסוציומטריה ככלי למיון ולפיתוח כ""א בצה""ל : מחקר META - ANALYSIS /","בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",365229
9932934389104146,אופטימיזציה טופולוגית של מבנים בשיטת ה-FSD  /,"בית הספר להנדסה מכנית,",5946763
990007149850204146,מהלך וקורלטים של התסמונת הפוסט-טראומטית בעקבות תאונת-דרכים : מחקר פרוספקטיבי /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",11356031
9932933481804146,אסדרת מדיה כאסדרה חברתית-תרבותית וגבולותיה הראויים בדמוקרטיה ליברלית /,הפקולטה למשפטים,2398212
9932929599104146,"הנטיה לחוש בושה, הנטיה לחוש אשמה והנכונות לחפש עזרה בקרב אבות לילדים בסיכון בהשוואה לאבות לילדים שאינם בסיכון /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1976049
990007163050204146,מרכזי קשר הורים וילדים : הערכת יישום /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",4764195
9932934194404146,הוידוי באמנות נשים עכשווית : הבניית זהות במרחב הציבורי /,הפקולטה לאומנויות על שם יולנדה ודוד כץ.,56944644
9932934299004146,תיאורית לחץ סמויה בהשפעת לחץ המעריך : ניסוי לגבי מוערכים גברים ונשים /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",339388
9932917800304146,פיתוח מערכת בקרת טמפרטורה המבוססת על מעבר חום בשינוי פאזה בתווך נקבובי /,"בית הספר להנדסה מכנית,",7703974
9932911890504146,"פיתוח, יישום והטמעת מערכת סייבר פיסית בחינוך מדעי טכנולוגי /","בית הספר לחינוך,",924064
9932925792204146,"תפיסות עתיד ושביעות רצון מהחיים של מתבגרים עם וללא ליקויי למידה ו- ADHD : תרומתן של התקשרות, התנסויות תעסוקתיות ומסוגלות עצמית בקריירה /","בית הספר לחינוך,",3164279
9932919193304146,נשים אדריכליות בארץ ישראל המנדטורית ויצירת מודרניזם חברתי,לא ידוע,142032379
9932913187604146,"הקשר בין הזיכרונות המסופרים של אמהות לתחושת ההמשכיות בזהות של ילדיהן המתבגרים : השוואה בין עולים מבריה""מ לשעבר בישראל וילידי הארץ /",בית הספר למדעי הפסיכולוגיה,2665626
990015186830204146,"דו-שיח חד-סיטרי : חייו ומותו של גרבה, עתון הקהילה האמריקאית-הערבית (1987-1988) /",לא ידוע,35897093
9932933491004146,שימוש בחוקי העברה לניבוי מחשבות ורגשות של אחרים על-ידי נשים וגברים /,"החוג לפסיכולוגיה,",359358
9932932699204146,גורמי שביעות רצון בעבודה וזיקה לקיבוץ בקרב בני משקים /,"החוג ללימודי עבודה,",1393029
9932933198604146,הדומה והשונה בתהליכי הלמידה הפוליטית של בני נוער בעיר ובקיבוץ /,"החוג למדע המדינה,",2575426
9932939091604146,התאמה שולית של כתרי זירקוניה מונוליתית המיוצרים בעזרת CAD/CAM : ‏ה‏שוואה בין ייצור במעבדה הדנטלית לבין ייצור במרכז החריטה /‏,"בית הספר לרפואת שיניים על שם מוריס וגבריאלה גולדשלגר,",1240468
9932936899604146,"דור שני לשואה, טראומת הלחימה בלבנון ואוירה משפחתית לאורך זמן /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1403976
9932933186504146,התמחות וייצוגיות בבירוקרטיה /,"החוג למדע המדינה,",1675155
990020684630204146,דין ויושר במשפט העברי ובמשפט סין העתיקה /,"החוג לפילוסופיה,",2353449
9932934597604146,השפעת תושיה נלמדת וסגנון התמודדות (מתמקד או מסיח) על הסתגלות לניתוח בהרדמה מקומית והרדמה כללית /,"החוג לפסיכולוגיה,",1697215
990020609590204146,יהודיות בעיר הגדולה : ייצוגים של נשים יהודיות בקומדיות מצבים המתרחשות בניו יורק /,"הפקולטה לאומנויות על שם יולנדה ודוד כץ,",2652452
990014195570204146,קוארטיקולציה ושמיעה בפונולוגיה : היבטים מתוך שימוש חלקי בתכוניות מבחינות בדיבור של דוברים בעלי ליקוי שמיעה עמוק /,"החוג לבלשנות,",1849220
9932930798804146,יצירתה של הסכמה בתעשיית כרייה אפריקנית /,"החוג לסוציולוגיה ולאנתרופולוגיה,",2892768
9932924899604146,העברה של קונפליקט עבודה-משפחה בקרב זוגות כפולי קריירה והשפעתו המתווכת של דמיון במקצועות בני הזוג /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",2776977
990019632070204146,דרכי כינונו ומהות רכיביו של הזיכרון הקולקטיבי בקיבוץ המאוחד - 1948-1978 /,לא ידוע,3819094
9932932599904146,המוסך כמרחב מוגן? : היחסים בין עובדים יהודים ועובדים ערבים במוסך הרכב ועולמות המשמעות שלהם /,"החוג לסוציולוגיה ולאנתרופולוגיה,",8391612
9932913280204146,האם יש קשר בין האזור האנטומי הנבדק על ידי MRI או CT לבין חזרת הנבדק לרופא המפנה? ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",311111
990012643690204146,"השפעת אמני ""התחריט האיטלקי המוקדם"" על בלייק, תוך התמקדות באנדראה מנטניה /","החוג לתולדות האומנות,",15648139
9932933186204146,"נציב תלונות עובדים : מטלות, סמכויות וציפיות /","החוג ללימודי עבודה,",3760516
990020245780204146,"הדמונולוגיה בספרות חז""ל : אופיים של השדים /","החוג לפילוסופיה יהודית ותלמוד,",4222184
9932933184204146,יצוגיות במערכת הפוליטית : יצוג מיעוט ערבי ברמה המקומית /,"החוג למדע המדינה,",2641979
9932911881604146,"תפיסת קריטיות הטעויות והשפעתה על תפיסת הארגון כ""עתיר סיכונים"" ועל התנהגויות של חיפוש וניצול /","בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",488840
9932933189304146,"בחינת ""הצדק האופקי"" של מערכת המסים ותשלומי העברה במשפחות שכירים בישראל (בשנים 1964, 1968 ו-1972) /","החוג ללימודי עבודה,",1608445
990020829380204146,מקורות ממותגים בתדר גבוה לעירור לייזר CO2 /,"הפקולטה להנדסה,",1531174
990025597610204146,בחינת תרומת קבוצות סוציו-אקונומיות בישראל לפליטת גזי חממה מצריכת מזון ביתי /,בית הספר למדעי כדור הארץ,2181296
9932933196604146,"השתתפות אזרחים בקבלת החלטות : צורת ההתארגנות, מוטיבציות, וטכניקות של השתתפות תושבים בשיקום השכונות /","החוג למדע המדינה,",1700781
9932933493704146,"אי־ודאות, תכנון עירוני וערים בקונפליקט: ‏י‏רושלים בתחילת המאה ה- 21 /","החוג לגיאוגרפיה,",19659073
9932934265204146,השפעת תאורה מלאכותית באורכי גל שונים על הקוצן המצוי (Acomys Cahirinus) והקוצן הזהוב (Acomys Russatus) בעין גדי /,"המחלקה לזואולוגיה,",5227826
990011893470204146,"חלוצי הפיסול הצבוע בארה""ב, 1913-1960 : בעיות יסוד של הצבע בפיסול /","החוג לתולדות האומנות,",4727107
990007178800204146,השפעת התפיסה המשפחתית על רמת ההסתגלות של חניכים מתבגרים בפנימיות של עלית הנוער /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3643854
990006085050204146,אמהות חד הוריות מתוך בחירה : תרומת החשש מפני אינטימיות הטרוסקסואלית והחוסן האישי להסבר איכות חייהן /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",9737100
9932936896604146,תחושת ההתחזות בקרב גיבורי מלחמת יום הכיפורים וזיקתה לתפיסת גיל סובייקטיבי /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1306921
990025179280204146,"שיקום שטחים חקלאים לא מנוצלים ע""י השבת המגוון הביולוגי של צומח השרון ומאכלסי בריכות חורף, במסגרת פארק טבע קהילתי- הכפר הירוק /",לא ידוע,6280179
9932923200304146,ההשפעה של סטרס אקוטי על תפישת הכאב בספורטאי טריאתלון בהשוואה לאנשים שאינם ספורטאים /,החוג לפיזיותרפיה,2342245
9932931700204146,תורת הצורות של ארמית השומרונים – מערכת הפועל /,"החוג ללשון העברית,",5628729
990019654260204146,"ירדן: האינטראקציה בין הפוליטיקה הפנימית לבין המערכת הבין-ערבית, 1957-1967 /",לא ידוע,2586248
990007278740204146,השפעת מספר האחאים על ההישגים הסוציו-אקונומיים של הילד בחייו /,"החוג לסוציולוגיה ולאנתרופולוגיה,",3806088
9932932599204146,תפישת חשיבות הקריטריונים המשמשים להערכת אפקטיביות ארגונית כפונקציה של משתני מצב ומין /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1897281
9932931593504146,דו קרב דינמי סטוכסטי /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",664514
9932933188304146,תיכנון חקלאי בישראל /,"החוג למדע המדינה,",9912245
9932925999204146,"מאפיינים אישיים, קהילתיים ומוסדיים ודפוסי בחירה של הורים בבתי-ספר על יסודיים /","החוג לסוציולוגיה ולאנתרופולוגיה,",2183166
990032734070204146,קיימות חיובית בחינוך : הקשר בין אזרחות סביבתית לרווחה סובייקטיבית בקרב תלמידים משלושה בתי-ספר יסודיים ירוקים בעיר הרצליה /,לא ידוע,2443112
9932919500004146,תעודות סל : השוואה עם מכשירי השקעה מרכזיים בשוק ההון הישראלי /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",465701
990020691250204146,"חטאים במשפחה : דרמות עבריות מקראיות במאות ה-י""ט, כ' בזיקתן לספרות היהודית הבתר מקראית ולדרמה המקראית המתורגמת /","החוג לספרות עברית,",1846461
9932931593104146,מודל לתמיכת החלטות בתחום אחזקת מבנה מטוס /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1430904
9932938400004146,"שיעור ההצלחה של טיפולי שורש שבוצעו ע""י מתמחים במחלקה לאנדודונטולוגיה באוניברסיטת תל אביב : תוצאות לאחר שנה /","בית הספר לרפואת שיניים על שם מוריס וגבריאלה גולדשלגר,",1765983
9932941400304146,"שיווי משקל, ניידות ותפקוד ניהולי במתאמני קראטה ובשחיינים‏ /‏","החוג לפיזיותרפיה,",5815615
9932933495904146,התנהגות יוזמת (איניציאטיבה) - מסגרת מדריכה לזהויה /,"החוג ללימודי עבודה,",891328
990019508020204146,הגירתה של הפסיכואנליזה ממרכז אירופה והתקבלות רעיונות פרויד בארץ ישראל 1950-1919 / מאת ערן רולניק ; בהדרכת : דן דינר,לא ידוע,7436448
9932934262004146,"הקשרים בין לחץ, חוללות עצמית ועבודת צוות לבין מאמץ המושקע על-ידי העובדים /","בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",380636
990022624300204146,אלמוות ביהדות : העיר לוז כמקרה מבחן /,"התוכנית למדעי הדתות,",1767478
990016050000204146,ייצוג נשים במחזאות שואה מקורית /,"החוג לספרות,",3504147
990015753010204146,האמת והאידאה בכתביו המוקדמים של ולטר בנימין /,"החוג לפילוסופיה,",2522814
9932926698904146,השפעת לימוד הערבית המדוברת בבית הספר היסודי על ההישגים בערבית ספרותית בכיתה ז' של חטיבת הביניים /,"בית הספר לחינוך,",2325736
