text_index,cluster,source
77,4,GeektimeCorpus-Combined-Deduped
78,4,GeektimeCorpus-Combined-Deduped
79,4,GeektimeCorpus-Combined-Deduped
80,2,GeektimeCorpus-Combined-Deduped
81,6,GeektimeCorpus-Combined-Deduped
82,4,GeektimeCorpus-Combined-Deduped
83,4,GeektimeCorpus-Combined-Deduped
84,4,GeektimeCorpus-Combined-Deduped
85,4,GeektimeCorpus-Combined-Deduped
86,4,GeektimeCorpus-Combined-Deduped
87,6,GeektimeCorpus-Combined-Deduped
88,4,GeektimeCorpus-Combined-Deduped
89,4,GeektimeCorpus-Combined-Deduped
90,4,GeektimeCorpus-Combined-Deduped
91,4,GeektimeCorpus-Combined-Deduped
92,4,GeektimeCorpus-Combined-Deduped
93,4,GeektimeCorpus-Combined-Deduped
94,4,GeektimeCorpus-Combined-Deduped
95,4,GeektimeCorpus-Combined-Deduped
96,4,GeektimeCorpus-Combined-Deduped
97,4,GeektimeCorpus-Combined-Deduped
98,2,GeektimeCorpus-Combined-Deduped
99,4,GeektimeCorpus-Combined-Deduped
100,4,GeektimeCorpus-Combined-Deduped
101,4,GeektimeCorpus-Combined-Deduped
102,4,GeektimeCorpus-Combined-Deduped
103,4,GeektimeCorpus-Combined-Deduped
104,4,GeektimeCorpus-Combined-Deduped
105,4,GeektimeCorpus-Combined-Deduped
106,4,GeektimeCorpus-Combined-Deduped
107,2,GeektimeCorpus-Combined-Deduped
108,2,GeektimeCorpus-Combined-Deduped
109,4,GeektimeCorpus-Combined-Deduped
110,2,GeektimeCorpus-Combined-Deduped
111,4,GeektimeCorpus-Combined-Deduped
112,4,GeektimeCorpus-Combined-Deduped
113,4,GeektimeCorpus-Combined-Deduped
114,4,GeektimeCorpus-Combined-Deduped
115,4,GeektimeCorpus-Combined-Deduped
116,4,GeektimeCorpus-Combined-Deduped
117,4,GeektimeCorpus-Combined-Deduped
118,4,GeektimeCorpus-Combined-Deduped
119,4,GeektimeCorpus-Combined-Deduped
120,4,GeektimeCorpus-Combined-Deduped
121,4,GeektimeCorpus-Combined-Deduped
122,4,GeektimeCorpus-Combined-Deduped
123,4,GeektimeCorpus-Combined-Deduped
124,4,GeektimeCorpus-Combined-Deduped
125,2,GeektimeCorpus-Combined-Deduped
126,4,GeektimeCorpus-Combined-Deduped
127,3,GeektimeCorpus-Combined-Deduped
128,4,GeektimeCorpus-Combined-Deduped
129,4,GeektimeCorpus-Combined-Deduped
130,2,GeektimeCorpus-Combined-Deduped
131,4,GeektimeCorpus-Combined-Deduped
132,4,GeektimeCorpus-Combined-Deduped
133,4,GeektimeCorpus-Combined-Deduped
134,4,GeektimeCorpus-Combined-Deduped
135,4,GeektimeCorpus-Combined-Deduped
136,4,GeektimeCorpus-Combined-Deduped
137,4,GeektimeCorpus-Combined-Deduped
138,4,GeektimeCorpus-Combined-Deduped
139,2,GeektimeCorpus-Combined-Deduped
140,4,GeektimeCorpus-Combined-Deduped
141,4,GeektimeCorpus-Combined-Deduped
142,9,GeektimeCorpus-Combined-Deduped
143,2,GeektimeCorpus-Combined-Deduped
144,4,GeektimeCorpus-Combined-Deduped
145,4,GeektimeCorpus-Combined-Deduped
146,4,GeektimeCorpus-Combined-Deduped
147,4,GeektimeCorpus-Combined-Deduped
148,4,GeektimeCorpus-Combined-Deduped
149,2,GeektimeCorpus-Combined-Deduped
150,4,GeektimeCorpus-Combined-Deduped
151,4,GeektimeCorpus-Combined-Deduped
152,4,GeektimeCorpus-Combined-Deduped
153,4,GeektimeCorpus-Combined-Deduped
154,4,GeektimeCorpus-Combined-Deduped
155,4,GeektimeCorpus-Combined-Deduped
156,4,GeektimeCorpus-Combined-Deduped
157,4,GeektimeCorpus-Combined-Deduped
158,2,GeektimeCorpus-Combined-Deduped
159,4,GeektimeCorpus-Combined-Deduped
160,4,GeektimeCorpus-Combined-Deduped
161,4,GeektimeCorpus-Combined-Deduped
162,4,GeektimeCorpus-Combined-Deduped
163,2,GeektimeCorpus-Combined-Deduped
164,2,GeektimeCorpus-Combined-Deduped
165,4,GeektimeCorpus-Combined-Deduped
166,4,GeektimeCorpus-Combined-Deduped
167,4,GeektimeCorpus-Combined-Deduped
168,2,GeektimeCorpus-Combined-Deduped
169,2,GeektimeCorpus-Combined-Deduped
170,4,GeektimeCorpus-Combined-Deduped
171,4,GeektimeCorpus-Combined-Deduped
172,2,GeektimeCorpus-Combined-Deduped
173,4,GeektimeCorpus-Combined-Deduped
174,4,GeektimeCorpus-Combined-Deduped
175,4,GeektimeCorpus-Combined-Deduped
176,4,GeektimeCorpus-Combined-Deduped
177,4,GeektimeCorpus-Combined-Deduped
178,4,GeektimeCorpus-Combined-Deduped
179,2,GeektimeCorpus-Combined-Deduped
180,2,GeektimeCorpus-Combined-Deduped
181,4,GeektimeCorpus-Combined-Deduped
182,4,GeektimeCorpus-Combined-Deduped
183,4,GeektimeCorpus-Combined-Deduped
184,4,GeektimeCorpus-Combined-Deduped
185,4,GeektimeCorpus-Combined-Deduped
186,4,GeektimeCorpus-Combined-Deduped
187,2,GeektimeCorpus-Combined-Deduped
188,4,GeektimeCorpus-Combined-Deduped
189,4,GeektimeCorpus-Combined-Deduped
190,2,GeektimeCorpus-Combined-Deduped
191,4,GeektimeCorpus-Combined-Deduped
192,2,GeektimeCorpus-Combined-Deduped
193,4,GeektimeCorpus-Combined-Deduped
194,4,GeektimeCorpus-Combined-Deduped
195,4,GeektimeCorpus-Combined-Deduped
196,4,GeektimeCorpus-Combined-Deduped
197,4,GeektimeCorpus-Combined-Deduped
198,2,GeektimeCorpus-Combined-Deduped
199,4,GeektimeCorpus-Combined-Deduped
200,4,GeektimeCorpus-Combined-Deduped
201,4,GeektimeCorpus-Combined-Deduped
202,2,GeektimeCorpus-Combined-Deduped
203,4,GeektimeCorpus-Combined-Deduped
204,4,GeektimeCorpus-Combined-Deduped
205,4,GeektimeCorpus-Combined-Deduped
206,4,GeektimeCorpus-Combined-Deduped
207,4,GeektimeCorpus-Combined-Deduped
208,3,GeektimeCorpus-Combined-Deduped
209,4,GeektimeCorpus-Combined-Deduped
210,4,GeektimeCorpus-Combined-Deduped
211,4,GeektimeCorpus-Combined-Deduped
212,4,GeektimeCorpus-Combined-Deduped
213,4,GeektimeCorpus-Combined-Deduped
214,4,GeektimeCorpus-Combined-Deduped
215,4,GeektimeCorpus-Combined-Deduped
216,4,GeektimeCorpus-Combined-Deduped
217,2,GeektimeCorpus-Combined-Deduped
218,4,GeektimeCorpus-Combined-Deduped
219,4,GeektimeCorpus-Combined-Deduped
220,4,GeektimeCorpus-Combined-Deduped
221,4,GeektimeCorpus-Combined-Deduped
222,4,GeektimeCorpus-Combined-Deduped
223,4,GeektimeCorpus-Combined-Deduped
224,4,GeektimeCorpus-Combined-Deduped
225,4,GeektimeCorpus-Combined-Deduped
226,6,GeektimeCorpus-Combined-Deduped
227,4,GeektimeCorpus-Combined-Deduped
228,4,GeektimeCorpus-Combined-Deduped
229,4,GeektimeCorpus-Combined-Deduped
230,4,GeektimeCorpus-Combined-Deduped
231,4,GeektimeCorpus-Combined-Deduped
232,4,GeektimeCorpus-Combined-Deduped
233,4,GeektimeCorpus-Combined-Deduped
234,4,GeektimeCorpus-Combined-Deduped
235,4,GeektimeCorpus-Combined-Deduped
236,4,GeektimeCorpus-Combined-Deduped
237,4,GeektimeCorpus-Combined-Deduped
238,4,GeektimeCorpus-Combined-Deduped
239,4,GeektimeCorpus-Combined-Deduped
240,2,GeektimeCorpus-Combined-Deduped
241,2,GeektimeCorpus-Combined-Deduped
242,4,GeektimeCorpus-Combined-Deduped
243,2,GeektimeCorpus-Combined-Deduped
244,4,GeektimeCorpus-Combined-Deduped
245,4,GeektimeCorpus-Combined-Deduped
246,4,GeektimeCorpus-Combined-Deduped
247,4,GeektimeCorpus-Combined-Deduped
248,4,GeektimeCorpus-Combined-Deduped
249,4,GeektimeCorpus-Combined-Deduped
250,4,GeektimeCorpus-Combined-Deduped
251,4,GeektimeCorpus-Combined-Deduped
252,2,GeektimeCorpus-Combined-Deduped
253,4,GeektimeCorpus-Combined-Deduped
254,4,GeektimeCorpus-Combined-Deduped
255,4,GeektimeCorpus-Combined-Deduped
256,4,GeektimeCorpus-Combined-Deduped
257,4,GeektimeCorpus-Combined-Deduped
258,4,GeektimeCorpus-Combined-Deduped
259,4,GeektimeCorpus-Combined-Deduped
260,4,GeektimeCorpus-Combined-Deduped
261,4,GeektimeCorpus-Combined-Deduped
262,2,GeektimeCorpus-Combined-Deduped
263,4,GeektimeCorpus-Combined-Deduped
264,4,GeektimeCorpus-Combined-Deduped
265,4,GeektimeCorpus-Combined-Deduped
266,4,GeektimeCorpus-Combined-Deduped
267,4,GeektimeCorpus-Combined-Deduped
268,4,GeektimeCorpus-Combined-Deduped
269,2,GeektimeCorpus-Combined-Deduped
270,4,GeektimeCorpus-Combined-Deduped
271,4,GeektimeCorpus-Combined-Deduped
272,4,GeektimeCorpus-Combined-Deduped
273,2,GeektimeCorpus-Combined-Deduped
274,4,GeektimeCorpus-Combined-Deduped
275,4,GeektimeCorpus-Combined-Deduped
276,4,GeektimeCorpus-Combined-Deduped
277,4,GeektimeCorpus-Combined-Deduped
278,2,GeektimeCorpus-Combined-Deduped
279,4,GeektimeCorpus-Combined-Deduped
280,4,GeektimeCorpus-Combined-Deduped
281,4,GeektimeCorpus-Combined-Deduped
282,2,GeektimeCorpus-Combined-Deduped
283,4,GeektimeCorpus-Combined-Deduped
284,4,GeektimeCorpus-Combined-Deduped
285,4,GeektimeCorpus-Combined-Deduped
286,4,GeektimeCorpus-Combined-Deduped
287,4,GeektimeCorpus-Combined-Deduped
288,4,GeektimeCorpus-Combined-Deduped
289,2,GeektimeCorpus-Combined-Deduped
290,4,GeektimeCorpus-Combined-Deduped
291,4,GeektimeCorpus-Combined-Deduped
292,2,GeektimeCorpus-Combined-Deduped
293,4,GeektimeCorpus-Combined-Deduped
294,4,GeektimeCorpus-Combined-Deduped
295,4,GeektimeCorpus-Combined-Deduped
296,4,GeektimeCorpus-Combined-Deduped
297,4,GeektimeCorpus-Combined-Deduped
298,4,GeektimeCorpus-Combined-Deduped
299,4,GeektimeCorpus-Combined-Deduped
300,4,GeektimeCorpus-Combined-Deduped
301,6,GeektimeCorpus-Combined-Deduped
302,4,GeektimeCorpus-Combined-Deduped
303,2,GeektimeCorpus-Combined-Deduped
304,4,GeektimeCorpus-Combined-Deduped
305,4,GeektimeCorpus-Combined-Deduped
306,2,GeektimeCorpus-Combined-Deduped
307,2,GeektimeCorpus-Combined-Deduped
308,2,GeektimeCorpus-Combined-Deduped
309,2,GeektimeCorpus-Combined-Deduped
310,4,GeektimeCorpus-Combined-Deduped
311,4,GeektimeCorpus-Combined-Deduped
312,4,GeektimeCorpus-Combined-Deduped
313,2,GeektimeCorpus-Combined-Deduped
314,2,GeektimeCorpus-Combined-Deduped
315,6,GeektimeCorpus-Combined-Deduped
316,4,GeektimeCorpus-Combined-Deduped
317,4,GeektimeCorpus-Combined-Deduped
318,4,GeektimeCorpus-Combined-Deduped
319,4,GeektimeCorpus-Combined-Deduped
320,4,GeektimeCorpus-Combined-Deduped
321,4,GeektimeCorpus-Combined-Deduped
322,4,GeektimeCorpus-Combined-Deduped
323,4,GeektimeCorpus-Combined-Deduped
324,4,GeektimeCorpus-Combined-Deduped
325,4,GeektimeCorpus-Combined-Deduped
326,4,GeektimeCorpus-Combined-Deduped
327,4,GeektimeCorpus-Combined-Deduped
328,4,GeektimeCorpus-Combined-Deduped
329,4,GeektimeCorpus-Combined-Deduped
330,4,GeektimeCorpus-Combined-Deduped
331,4,GeektimeCorpus-Combined-Deduped
332,4,GeektimeCorpus-Combined-Deduped
333,4,GeektimeCorpus-Combined-Deduped
334,4,GeektimeCorpus-Combined-Deduped
335,4,GeektimeCorpus-Combined-Deduped
336,4,GeektimeCorpus-Combined-Deduped
337,4,GeektimeCorpus-Combined-Deduped
338,4,GeektimeCorpus-Combined-Deduped
339,4,GeektimeCorpus-Combined-Deduped
340,4,GeektimeCorpus-Combined-Deduped
341,4,GeektimeCorpus-Combined-Deduped
342,4,GeektimeCorpus-Combined-Deduped
343,4,GeektimeCorpus-Combined-Deduped
344,4,GeektimeCorpus-Combined-Deduped
345,4,GeektimeCorpus-Combined-Deduped
346,2,GeektimeCorpus-Combined-Deduped
347,4,GeektimeCorpus-Combined-Deduped
348,4,GeektimeCorpus-Combined-Deduped
349,4,GeektimeCorpus-Combined-Deduped
350,2,GeektimeCorpus-Combined-Deduped
351,4,GeektimeCorpus-Combined-Deduped
352,4,GeektimeCorpus-Combined-Deduped
353,4,GeektimeCorpus-Combined-Deduped
354,4,GeektimeCorpus-Combined-Deduped
355,4,GeektimeCorpus-Combined-Deduped
356,4,GeektimeCorpus-Combined-Deduped
357,4,GeektimeCorpus-Combined-Deduped
358,4,GeektimeCorpus-Combined-Deduped
359,2,GeektimeCorpus-Combined-Deduped
360,4,GeektimeCorpus-Combined-Deduped
361,4,GeektimeCorpus-Combined-Deduped
362,4,GeektimeCorpus-Combined-Deduped
363,4,GeektimeCorpus-Combined-Deduped
364,4,GeektimeCorpus-Combined-Deduped
365,4,GeektimeCorpus-Combined-Deduped
366,4,GeektimeCorpus-Combined-Deduped
367,4,GeektimeCorpus-Combined-Deduped
368,4,GeektimeCorpus-Combined-Deduped
369,4,GeektimeCorpus-Combined-Deduped
370,4,GeektimeCorpus-Combined-Deduped
371,4,GeektimeCorpus-Combined-Deduped
372,4,GeektimeCorpus-Combined-Deduped
373,4,GeektimeCorpus-Combined-Deduped
374,4,GeektimeCorpus-Combined-Deduped
375,2,GeektimeCorpus-Combined-Deduped
376,4,GeektimeCorpus-Combined-Deduped
377,2,GeektimeCorpus-Combined-Deduped
378,4,GeektimeCorpus-Combined-Deduped
379,2,GeektimeCorpus-Combined-Deduped
380,4,GeektimeCorpus-Combined-Deduped
381,4,GeektimeCorpus-Combined-Deduped
382,4,GeektimeCorpus-Combined-Deduped
383,4,GeektimeCorpus-Combined-Deduped
384,4,GeektimeCorpus-Combined-Deduped
385,4,GeektimeCorpus-Combined-Deduped
386,4,GeektimeCorpus-Combined-Deduped
387,2,GeektimeCorpus-Combined-Deduped
388,4,GeektimeCorpus-Combined-Deduped
389,4,GeektimeCorpus-Combined-Deduped
390,4,GeektimeCorpus-Combined-Deduped
391,4,GeektimeCorpus-Combined-Deduped
392,4,GeektimeCorpus-Combined-Deduped
393,4,GeektimeCorpus-Combined-Deduped
394,4,GeektimeCorpus-Combined-Deduped
395,4,GeektimeCorpus-Combined-Deduped
396,4,GeektimeCorpus-Combined-Deduped
397,4,GeektimeCorpus-Combined-Deduped
398,4,GeektimeCorpus-Combined-Deduped
399,4,GeektimeCorpus-Combined-Deduped
400,4,GeektimeCorpus-Combined-Deduped
401,4,GeektimeCorpus-Combined-Deduped
402,6,GeektimeCorpus-Combined-Deduped
403,4,GeektimeCorpus-Combined-Deduped
404,2,GeektimeCorpus-Combined-Deduped
405,2,GeektimeCorpus-Combined-Deduped
406,4,GeektimeCorpus-Combined-Deduped
407,4,GeektimeCorpus-Combined-Deduped
408,4,GeektimeCorpus-Combined-Deduped
409,2,GeektimeCorpus-Combined-Deduped
410,4,GeektimeCorpus-Combined-Deduped
411,4,GeektimeCorpus-Combined-Deduped
412,4,GeektimeCorpus-Combined-Deduped
413,4,GeektimeCorpus-Combined-Deduped
414,2,GeektimeCorpus-Combined-Deduped
415,4,GeektimeCorpus-Combined-Deduped
416,4,GeektimeCorpus-Combined-Deduped
417,4,GeektimeCorpus-Combined-Deduped
418,4,GeektimeCorpus-Combined-Deduped
419,4,GeektimeCorpus-Combined-Deduped
420,4,GeektimeCorpus-Combined-Deduped
421,4,GeektimeCorpus-Combined-Deduped
422,4,GeektimeCorpus-Combined-Deduped
423,4,GeektimeCorpus-Combined-Deduped
424,4,GeektimeCorpus-Combined-Deduped
425,4,GeektimeCorpus-Combined-Deduped
426,4,GeektimeCorpus-Combined-Deduped
427,4,GeektimeCorpus-Combined-Deduped
428,4,GeektimeCorpus-Combined-Deduped
429,4,GeektimeCorpus-Combined-Deduped
430,4,GeektimeCorpus-Combined-Deduped
431,4,GeektimeCorpus-Combined-Deduped
432,4,GeektimeCorpus-Combined-Deduped
433,2,GeektimeCorpus-Combined-Deduped
434,4,GeektimeCorpus-Combined-Deduped
435,4,GeektimeCorpus-Combined-Deduped
436,2,GeektimeCorpus-Combined-Deduped
437,4,GeektimeCorpus-Combined-Deduped
438,4,GeektimeCorpus-Combined-Deduped
439,4,GeektimeCorpus-Combined-Deduped
440,2,GeektimeCorpus-Combined-Deduped
441,2,GeektimeCorpus-Combined-Deduped
442,4,GeektimeCorpus-Combined-Deduped
443,4,GeektimeCorpus-Combined-Deduped
444,2,GeektimeCorpus-Combined-Deduped
445,4,GeektimeCorpus-Combined-Deduped
446,4,GeektimeCorpus-Combined-Deduped
447,4,GeektimeCorpus-Combined-Deduped
448,4,GeektimeCorpus-Combined-Deduped
449,2,GeektimeCorpus-Combined-Deduped
450,4,GeektimeCorpus-Combined-Deduped
451,4,GeektimeCorpus-Combined-Deduped
452,4,GeektimeCorpus-Combined-Deduped
453,4,GeektimeCorpus-Combined-Deduped
454,4,GeektimeCorpus-Combined-Deduped
455,4,GeektimeCorpus-Combined-Deduped
456,4,GeektimeCorpus-Combined-Deduped
457,4,GeektimeCorpus-Combined-Deduped
458,4,GeektimeCorpus-Combined-Deduped
459,4,GeektimeCorpus-Combined-Deduped
460,4,GeektimeCorpus-Combined-Deduped
461,4,GeektimeCorpus-Combined-Deduped
462,2,GeektimeCorpus-Combined-Deduped
463,4,GeektimeCorpus-Combined-Deduped
464,4,GeektimeCorpus-Combined-Deduped
465,4,GeektimeCorpus-Combined-Deduped
466,4,GeektimeCorpus-Combined-Deduped
467,2,GeektimeCorpus-Combined-Deduped
468,4,GeektimeCorpus-Combined-Deduped
469,4,GeektimeCorpus-Combined-Deduped
470,4,GeektimeCorpus-Combined-Deduped
471,4,GeektimeCorpus-Combined-Deduped
472,4,GeektimeCorpus-Combined-Deduped
473,2,GeektimeCorpus-Combined-Deduped
474,4,GeektimeCorpus-Combined-Deduped
475,4,GeektimeCorpus-Combined-Deduped
476,4,GeektimeCorpus-Combined-Deduped
477,4,GeektimeCorpus-Combined-Deduped
478,4,GeektimeCorpus-Combined-Deduped
479,4,GeektimeCorpus-Combined-Deduped
480,4,GeektimeCorpus-Combined-Deduped
481,4,GeektimeCorpus-Combined-Deduped
482,4,GeektimeCorpus-Combined-Deduped
483,4,GeektimeCorpus-Combined-Deduped
484,4,GeektimeCorpus-Combined-Deduped
485,4,GeektimeCorpus-Combined-Deduped
486,4,GeektimeCorpus-Combined-Deduped
487,4,GeektimeCorpus-Combined-Deduped
488,4,GeektimeCorpus-Combined-Deduped
489,4,GeektimeCorpus-Combined-Deduped
490,4,GeektimeCorpus-Combined-Deduped
491,4,GeektimeCorpus-Combined-Deduped
492,4,GeektimeCorpus-Combined-Deduped
493,4,GeektimeCorpus-Combined-Deduped
494,4,GeektimeCorpus-Combined-Deduped
495,4,GeektimeCorpus-Combined-Deduped
496,4,GeektimeCorpus-Combined-Deduped
497,4,GeektimeCorpus-Combined-Deduped
498,4,GeektimeCorpus-Combined-Deduped
499,2,GeektimeCorpus-Combined-Deduped
500,4,GeektimeCorpus-Combined-Deduped
501,5,GeektimeCorpus-Combined-Deduped
502,4,GeektimeCorpus-Combined-Deduped
503,4,GeektimeCorpus-Combined-Deduped
504,4,GeektimeCorpus-Combined-Deduped
505,4,GeektimeCorpus-Combined-Deduped
506,2,GeektimeCorpus-Combined-Deduped
507,4,GeektimeCorpus-Combined-Deduped
508,2,GeektimeCorpus-Combined-Deduped
509,4,GeektimeCorpus-Combined-Deduped
510,4,GeektimeCorpus-Combined-Deduped
511,2,GeektimeCorpus-Combined-Deduped
512,4,GeektimeCorpus-Combined-Deduped
513,2,GeektimeCorpus-Combined-Deduped
514,4,GeektimeCorpus-Combined-Deduped
515,4,GeektimeCorpus-Combined-Deduped
516,4,GeektimeCorpus-Combined-Deduped
517,4,GeektimeCorpus-Combined-Deduped
518,4,GeektimeCorpus-Combined-Deduped
519,4,GeektimeCorpus-Combined-Deduped
520,4,GeektimeCorpus-Combined-Deduped
521,2,GeektimeCorpus-Combined-Deduped
522,4,GeektimeCorpus-Combined-Deduped
523,4,GeektimeCorpus-Combined-Deduped
524,4,GeektimeCorpus-Combined-Deduped
525,4,GeektimeCorpus-Combined-Deduped
526,4,GeektimeCorpus-Combined-Deduped
527,4,GeektimeCorpus-Combined-Deduped
528,4,GeektimeCorpus-Combined-Deduped
529,2,GeektimeCorpus-Combined-Deduped
530,4,GeektimeCorpus-Combined-Deduped
531,4,GeektimeCorpus-Combined-Deduped
532,4,GeektimeCorpus-Combined-Deduped
533,4,GeektimeCorpus-Combined-Deduped
534,4,GeektimeCorpus-Combined-Deduped
535,4,GeektimeCorpus-Combined-Deduped
536,4,GeektimeCorpus-Combined-Deduped
537,4,GeektimeCorpus-Combined-Deduped
538,4,GeektimeCorpus-Combined-Deduped
539,4,GeektimeCorpus-Combined-Deduped
540,4,GeektimeCorpus-Combined-Deduped
541,4,GeektimeCorpus-Combined-Deduped
542,4,GeektimeCorpus-Combined-Deduped
543,4,GeektimeCorpus-Combined-Deduped
544,2,GeektimeCorpus-Combined-Deduped
545,9,GeektimeCorpus-Combined-Deduped
546,4,GeektimeCorpus-Combined-Deduped
547,4,GeektimeCorpus-Combined-Deduped
548,4,GeektimeCorpus-Combined-Deduped
549,4,GeektimeCorpus-Combined-Deduped
550,4,GeektimeCorpus-Combined-Deduped
551,4,GeektimeCorpus-Combined-Deduped
552,4,GeektimeCorpus-Combined-Deduped
553,4,GeektimeCorpus-Combined-Deduped
554,2,GeektimeCorpus-Combined-Deduped
555,4,GeektimeCorpus-Combined-Deduped
556,4,GeektimeCorpus-Combined-Deduped
557,4,GeektimeCorpus-Combined-Deduped
558,4,GeektimeCorpus-Combined-Deduped
559,4,GeektimeCorpus-Combined-Deduped
560,4,GeektimeCorpus-Combined-Deduped
561,4,GeektimeCorpus-Combined-Deduped
562,4,GeektimeCorpus-Combined-Deduped
563,4,GeektimeCorpus-Combined-Deduped
564,4,GeektimeCorpus-Combined-Deduped
565,4,GeektimeCorpus-Combined-Deduped
566,4,GeektimeCorpus-Combined-Deduped
567,4,GeektimeCorpus-Combined-Deduped
568,4,GeektimeCorpus-Combined-Deduped
569,4,GeektimeCorpus-Combined-Deduped
570,2,GeektimeCorpus-Combined-Deduped
571,4,GeektimeCorpus-Combined-Deduped
572,4,GeektimeCorpus-Combined-Deduped
573,4,GeektimeCorpus-Combined-Deduped
574,4,GeektimeCorpus-Combined-Deduped
575,2,GeektimeCorpus-Combined-Deduped
576,4,GeektimeCorpus-Combined-Deduped
577,4,GeektimeCorpus-Combined-Deduped
578,4,GeektimeCorpus-Combined-Deduped
579,2,GeektimeCorpus-Combined-Deduped
580,4,GeektimeCorpus-Combined-Deduped
581,4,GeektimeCorpus-Combined-Deduped
582,2,GeektimeCorpus-Combined-Deduped
583,4,GeektimeCorpus-Combined-Deduped
584,4,GeektimeCorpus-Combined-Deduped
585,4,GeektimeCorpus-Combined-Deduped
586,4,GeektimeCorpus-Combined-Deduped
587,4,GeektimeCorpus-Combined-Deduped
588,4,GeektimeCorpus-Combined-Deduped
589,4,GeektimeCorpus-Combined-Deduped
590,4,GeektimeCorpus-Combined-Deduped
591,4,GeektimeCorpus-Combined-Deduped
592,4,GeektimeCorpus-Combined-Deduped
593,4,GeektimeCorpus-Combined-Deduped
594,4,GeektimeCorpus-Combined-Deduped
595,4,GeektimeCorpus-Combined-Deduped
596,4,GeektimeCorpus-Combined-Deduped
597,2,GeektimeCorpus-Combined-Deduped
598,4,GeektimeCorpus-Combined-Deduped
599,4,GeektimeCorpus-Combined-Deduped
600,4,GeektimeCorpus-Combined-Deduped
601,4,GeektimeCorpus-Combined-Deduped
602,4,GeektimeCorpus-Combined-Deduped
603,4,GeektimeCorpus-Combined-Deduped
604,4,GeektimeCorpus-Combined-Deduped
605,4,GeektimeCorpus-Combined-Deduped
606,4,GeektimeCorpus-Combined-Deduped
